start_time,datetime,flow_mean,flow_total,transactions_count_flow
1705208400000,2024-01-14 05:00:00,0.00019996,0.00039992,2
1705212000000,2024-01-14 06:00:00,0.00425484,0.06807743,16
1705215600000,2024-01-14 07:00:00,0.00014531,0.00043592,3
1705219200000,2024-01-14 08:00:00,0.02859651,0.4289477,15
1705222800000,2024-01-14 09:00:00,0.0737875,1.62332497,22
1705226400000,2024-01-14 10:00:00,0.00640656,0.10891158,17
1705230000000,2024-01-14 11:00:00,0.0047222,0.04249978,9
1705233600000,2024-01-14 12:00:00,0.06045395,0.6649934,11
1705237200000,2024-01-14 13:00:00,0.03524207,0.28193654,8
1705240800000,2024-01-14 14:00:00,0.01499212,0.1649133,11
1705244400000,2024-01-14 15:00:00,0.01006017,0.08048133,8
1705248000000,2024-01-14 16:00:00,0.00023654,0.0011827,5
1705251600000,2024-01-14 17:00:00,0.03373244,0.16866219,5
1705255200000,2024-01-14 18:00:00,0.00019996,0.00039992,2
1705258800000,2024-01-14 19:00:00,0.25794319,1.03177276,4
1705262400000,2024-01-14 20:00:00,0.00745543,0.05218803,7
1705266000000,2024-01-14 21:00:00,0.02819477,0.14097385,5
1705269600000,2024-01-14 22:00:00,0.03595273,0.28762182,8
1705273200000,2024-01-14 23:00:00,0.01279527,0.06397634,5
1705276800000,2024-01-15 00:00:00,0.00650308,0.02601233,4
1705280400000,2024-01-15 01:00:00,0.00226919,0.03176866,14
1705284000000,2024-01-15 02:00:00,0.00673084,0.10769344,16
1705287600000,2024-01-15 03:00:00,0.03628749,0.14514997,4
1705291200000,2024-01-15 04:00:00,0.00470146,0.06111898,13
1705294800000,2024-01-15 05:00:00,0.3819613,10.312955,27
1705298400000,2024-01-15 06:00:00,0.00248792,0.0895652,36
1705302000000,2024-01-15 07:00:00,0.01373615,0.67307129,49
1705305600000,2024-01-15 08:00:00,0.00455364,0.06830453,15
1705309200000,2024-01-15 09:00:00,0.00679996,0.20399875,30
1705312800000,2024-01-15 10:00:00,0.0005047,0.01413148,28
